,日付,合計（円）,預金・現金・仮想通貨（円）,株式(現物)（円）,ポイント（円）,年金（円）
586,2016-12-27,371583,205235,163504,500.0,2344
587,2016-12-28,372216,205585,163783,500.0,2348
588,2016-12-29,372849,205935,164062,500.0,2352
589,2016-12-30,373482,206285,164341,500.0,2356
590,2016-12-31,374115,206635,164620,500.0,2360
591,2017-01-01,374748,206985,164899,500.0,2364
592,2017-01-02,375381,207335,165178,500.0,2368
593,2017-01-03,376014,207685,165457,500.0,2372
594,2017-01-04,376647,208035,165736,500.0,2376
595,2017-01-05,377280,208385,166015,500.0,2380
596,2017-01-06,377913,208735,166294,500.0,2384
597,2017-01-07,378546,209085,166573,500.0,2388
598,2017-01-08,379179,209435,166852,500.0,2392
599,2017-01-09,379812,209785,167131,500.0,2396
600,2017-01-10,380445,210135,167410,500.0,2400
601,2017-01-11,381078,210485,167689,500.0,2404
602,2017-01-12,381711,210835,167968,500.0,2408
603,2017-01-13,382344,211185,168247,500.0,2412
604,2017-01-14,382977,211535,168526,500.0,2416
605,2017-01-15,383610,211885,168805,500.0,2420
606,2017-01-16,384243,212235,169084,500.0,2424
607,2017-01-17,384876,212585,169363,500.0,2428
608,2017-01-18,385509,212935,169642,500.0,2432
609,2017-01-19,386142,213285,169921,500.0,2436
610,2017-01-20,386775,213635,170200,500.0,2440
611,2017-01-21,387408,213985,170479,500.0,2444
612,2017-01-22,388041,214335,170758,500.0,2448
613,2017-01-23,388674,214685,171037,500.0,2452
614,2017-01-24,389307,215035,171316,500.0,2456
615,2017-01-25,389940,215385,171595,500.0,2460
616,2017-01-26,390573,215735,171874,500.0,2464
617,2017-01-27,391206,216085,172153,500.0,2468
618,2017-01-28,391839,216435,172432,500.0,2472
619,2017-01-29,392472,216785,172711,500.0,2476
620,2017-01-30,393105,217135,172990,500.0,2480
621,2017-01-31,393738,217485,173269,500.0,2484
622,2017-02-01,394371,217835,173548,500.0,2488
623,2017-02-02,395004,218185,173827,500.0,2492
624,2017-02-03,395637,218535,174106,500.0,2496
625,2017-02-04,396270,218885,174385,500.0,2500
626,2017-02-05,396903,219235,174664,500.0,2504
627,2017-02-06,397536,219585,174943,500.0,2508
628,2017-02-07,398169,219935,175222,500.0,2512
629,2017-02-08,398802,220285,175501,500.0,2516
630,2017-02-09,399435,220635,175780,500.0,2520
631,2017-02-10,400068,220985,176059,500.0,2524
632,2017-02-11,400701,221335,176338,500.0,2528
633,2017-02-12,401334,221685,176617,500.0,2532
634,2017-02-13,401967,222035,176896,500.0,2536
635,2017-02-14,402600,222385,177175,500.0,2540
636,2017-02-15,403233,222735,177454,500.0,2544
637,2017-02-16,403866,223085,177733,500.0,2548
638,2017-02-17,404499,223435,178012,500.0,2552
639,2017-02-18,405132,223785,178291,500.0,2556
640,2017-02-19,405765,224135,178570,500.0,2560
641,2017-02-20,406398,224485,178849,500.0,2564
642,2017-02-21,407031,224835,179128,500.0,2568
643,2017-02-22,407664,225185,179407,500.0,2572
644,2017-02-23,408297,225535,179686,500.0,2576
645,2017-02-24,408930,225885,179965,500.0,2580
646,2017-02-25,409563,226235,180244,500.0,2584
647,2017-02-26,410196,226585,180523,500.0,2588
648,2017-02-27,410829,226935,180802,500.0,2592
649,2017-02-28,411462,227285,181081,500.0,2596
650,2017-03-01,412095,227635,181360,500.0,2600
651,2017-03-02,412728,227985,181639,500.0,2604
652,2017-03-03,413361,228335,181918,500.0,2608
653,2017-03-04,413994,228685,182197,500.0,2612
654,2017-03-05,414627,229035,182476,500.0,2616
655,2017-03-06,415260,229385,182755,500.0,2620
656,2017-03-07,415893,229735,183034,500.0,2624
657,2017-03-08,416526,230085,183313,500.0,2628
658,2017-03-09,417159,230435,183592,500.0,2632
659,2017-03-10,417792,230785,183871,500.0,2636
660,2017-03-11,418425,231135,184150,500.0,2640
661,2017-03-12,419058,231485,184429,500.0,2644
662,2017-03-13,419691,231835,184708,500.0,2648
663,2017-03-14,420324,232185,184987,500.0,2652
664,2017-03-15,420957,232535,185266,500.0,2656
665,2017-03-16,421590,232885,185545,500.0,2660
666,2017-03-17,422223,233235,185824,500.0,2664
667,2017-03-18,422856,233585,186103,500.0,2668
668,2017-03-19,423489,233935,186382,500.0,2672
669,2017-03-20,424122,234285,186661,500.0,2676
670,2017-03-21,424755,234635,186940,500.0,2680
671,2017-03-22,425388,234985,187219,500.0,2684
672,2017-03-23,426021,235335,187498,500.0,2688
673,2017-03-24,426654,235685,187777,500.0,2692
674,2017-03-25,427287,236035,188056,500.0,2696
675,2017-03-26,427920,236385,188335,500.0,2700
676,2017-03-27,428553,236735,188614,500.0,2704
677,2017-03-28,429186,237085,188893,500.0,2708
678,2017-03-29,429819,237435,189172,500.0,2712
679,2017-03-30,430452,237785,189451,500.0,2716
680,2017-03-31,431085,238135,189730,500.0,2720
681,2017-04-01,431718,238485,190009,500.0,2724
682,2017-04-02,432351,238835,190288,500.0,2728
683,2017-04-03,432984,239185,190567,500.0,2732
684,2017-04-04,433617,239535,190846,500.0,2736
685,2017-04-05,434250,239885,191125,500.0,2740
686,2017-04-06,434883,240235,191404,500.0,2744
687,2017-04-07,435516,240585,191683,500.0,2748
688,2017-04-08,436149,240935,191962,500.0,2752
689,2017-04-09,436782,241285,192241,500.0,2756
690,2017-04-10,437415,241635,192520,500.0,2760
691,2017-04-11,438048,241985,192799,500.0,2764
692,2017-04-12,438681,242335,193078,500.0,2768
693,2017-04-13,439314,242685,193357,500.0,2772
694,2017-04-14,439947,243035,193636,500.0,2776
695,2017-04-15,440580,243385,193915,500.0,2780
696,2017-04-16,441213,243735,194194,500.0,2784
697,2017-04-17,441846,244085,194473,500.0,2788
698,2017-04-18,442479,244435,194752,500.0,2792
699,2017-04-19,443112,244785,195031,500.0,2796
700,2017-04-20,443745,245135,195310,500.0,2800
701,2017-04-21,444378,245485,195589,500.0,2804
702,2017-04-22,445011,245835,195868,500.0,2808
703,2017-04-23,445644,246185,196147,500.0,2812
704,2017-04-24,446277,246535,196426,500.0,2816
705,2017-04-25,446910,246885,196705,500.0,2820
706,2017-04-26,454068,247235,196984,7025.0,2824
707,2017-04-27,454701,247585,197263,7025.0,2828
708,2017-04-28,455334,247935,197542,7025.0,2832
709,2017-04-29,455967,248285,197821,7025.0,2836
710,2017-04-30,456600,248635,198100,7025.0,2840
711,2017-05-01,457233,248985,198379,7025.0,2844
712,2017-05-02,457866,249335,198658,7025.0,2848
713,2017-05-03,458499,249685,198937,7025.0,2852
714,2017-05-04,459132,250035,199216,7025.0,2856
715,2017-05-05,459765,250385,199495,7025.0,2860
716,2017-05-06,460398,250735,199774,7025.0,2864
717,2017-05-07,461031,251085,200053,7025.0,2868
718,2017-05-08,461664,251435,200332,7025.0,2872
719,2017-05-09,462297,251785,200611,7025.0,2876
720,2017-05-10,462930,252135,200890,7025.0,2880
721,2017-05-11,463563,252485,201169,7025.0,2884
722,2017-05-12,464196,252835,201448,7025.0,2888
723,2017-05-13,464829,253185,201727,7025.0,2892
724,2017-05-14,465462,253535,202006,7025.0,2896
725,2017-05-15,466095,253885,202285,7025.0,2900
726,2017-05-16,466728,254235,202564,7025.0,2904
727,2017-05-17,467361,254585,202843,7025.0,2908
728,2017-05-18,470014,254935,203122,9045.0,2912
729,2017-05-19,470647,255285,203401,9045.0,2916
730,2017-05-20,471280,255635,203680,9045.0,2920
731,2017-05-21,471913,255985,203959,9045.0,2924
732,2017-05-22,472546,256335,204238,9045.0,2928
733,2017-05-23,473179,256685,204517,9045.0,2932
734,2017-05-24,473812,257035,204796,9045.0,2936
735,2017-05-25,474445,257385,205075,9045.0,2940
736,2017-05-26,475078,257735,205354,9045.0,2944
737,2017-05-27,475711,258085,205633,9045.0,2948
738,2017-05-28,476344,258435,205912,9045.0,2952
739,2017-05-29,476977,258785,206191,9045.0,2956
740,2017-05-30,477610,259135,206470,9045.0,2960
741,2017-05-31,478243,259485,206749,9045.0,2964
742,2017-06-01,478876,259835,207028,9045.0,2968
743,2017-06-02,479509,260185,207307,9045.0,2972
744,2017-06-03,480142,260535,207586,9045.0,2976
745,2017-06-04,480775,260885,207865,9045.0,2980
746,2017-06-05,481408,261235,208144,9045.0,2984
747,2017-06-06,482041,261585,208423,9045.0,2988
748,2017-06-07,482674,261935,208702,9045.0,2992
749,2017-06-08,483307,262285,208981,9045.0,2996
750,2017-06-09,483940,262635,209260,9045.0,3000
751,2017-06-10,484573,262985,209539,9045.0,3004
752,2017-06-11,485206,263335,209818,9045.0,3008
753,2017-06-12,485839,263685,210097,9045.0,3012
754,2017-06-13,486472,264035,210376,9045.0,3016
755,2017-06-14,487105,264385,210655,9045.0,3020
756,2017-06-15,487738,264735,210934,9045.0,3024
757,2017-06-16,489276,265085,211213,9950.0,3028
758,2017-06-17,489909,265435,211492,9950.0,3032
759,2017-06-18,490542,265785,211771,9950.0,3036
760,2017-06-19,491175,266135,212050,9950.0,3040
761,2017-06-20,491808,266485,212329,9950.0,3044
762,2017-06-21,492441,266835,212608,9950.0,3048
763,2017-06-22,493074,267185,212887,9950.0,3052
764,2017-06-23,493707,267535,213166,9950.0,3056
765,2017-06-24,494340,267885,213445,9950.0,3060
766,2017-06-25,494973,268235,213724,9950.0,3064
767,2017-06-26,495606,268585,214003,9950.0,3068
768,2017-06-27,496239,268935,214282,9950.0,3072
769,2017-06-28,496872,269285,214561,9950.0,3076
770,2017-06-29,497505,269635,214840,9950.0,3080
771,2017-06-30,498138,269985,215119,9950.0,3084
772,2017-07-01,498771,270335,215398,9950.0,3088
773,2017-07-02,494404,270685,215677,4950.0,3092
774,2017-07-03,495037,271035,215956,4950.0,3096
775,2017-07-04,495670,271385,216235,4950.0,3100
776,2017-07-05,496303,271735,216514,4950.0,3104
777,2017-07-06,496936,272085,216793,4950.0,3108
778,2017-07-07,497569,272435,217072,4950.0,3112
779,2017-07-08,498202,272785,217351,4950.0,3116
780,2017-07-09,498835,273135,217630,4950.0,3120
781,2017-07-10,499468,273485,217909,4950.0,3124
782,2017-07-11,500101,273835,218188,4950.0,3128
783,2017-07-12,500734,274185,218467,4950.0,3132
784,2017-07-13,501367,274535,218746,4950.0,3136
785,2017-07-14,502000,274885,219025,4950.0,3140
786,2017-07-15,502633,275235,219304,4950.0,3144
787,2017-07-16,505441,275585,219583,7125.0,3148
788,2017-07-17,506074,275935,219862,7125.0,3152
789,2017-07-18,506707,276285,220141,7125.0,3156
790,2017-07-19,507340,276635,220420,7125.0,3160
791,2017-07-20,507973,276985,220699,7125.0,3164
792,2017-07-21,508606,277335,220978,7125.0,3168
793,2017-07-22,509239,277685,221257,7125.0,3172
794,2017-07-23,509872,278035,221536,7125.0,3176
795,2017-07-24,510505,278385,221815,7125.0,3180
796,2017-07-25,511138,278735,222094,7125.0,3184
797,2017-07-26,511771,279085,222373,7125.0,3188
798,2017-07-27,512404,279435,222652,7125.0,3192
799,2017-07-28,513037,279785,222931,7125.0,3196
800,2017-07-29,513670,280135,223210,7125.0,3200
801,2017-07-30,514303,280485,223489,7125.0,3204
802,2017-07-31,514936,280835,223768,7125.0,3208
803,2017-08-01,515569,281185,224047,7125.0,3212
804,2017-08-02,516202,281535,224326,7125.0,3216
805,2017-08-03,516835,281885,224605,7125.0,3220
806,2017-08-04,517468,282235,224884,7125.0,3224
807,2017-08-05,518101,282585,225163,7125.0,3228
808,2017-08-06,518734,282935,225442,7125.0,3232
809,2017-08-07,519367,283285,225721,7125.0,3236
810,2017-08-08,520000,283635,226000,7125.0,3240
811,2017-08-09,520633,283985,226279,7125.0,3244
812,2017-08-10,521266,284335,226558,7125.0,3248
813,2017-08-11,521899,284685,226837,7125.0,3252
814,2017-08-12,522532,285035,227116,7125.0,3256
815,2017-08-13,523165,285385,227395,7125.0,3260
816,2017-08-14,523798,285735,227674,7125.0,3264
817,2017-08-15,524431,286085,227953,7125.0,3268
818,2017-08-16,525064,286435,228232,7125.0,3272
819,2017-08-17,527187,286785,228511,8615.0,3276
820,2017-08-18,527820,287135,228790,8615.0,3280
821,2017-08-19,528453,287485,229069,8615.0,3284
822,2017-08-20,529086,287835,229348,8615.0,3288
823,2017-08-21,529719,288185,229627,8615.0,3292
824,2017-08-22,530352,288535,229906,8615.0,3296
825,2017-08-23,530985,288885,230185,8615.0,3300
826,2017-08-24,531618,289235,230464,8615.0,3304
827,2017-08-25,532251,289585,230743,8615.0,3308
828,2017-08-26,532884,289935,231022,8615.0,3312
829,2017-08-27,533517,290285,231301,8615.0,3316
830,2017-08-28,534150,290635,231580,8615.0,3320
831,2017-08-29,534783,290985,231859,8615.0,3324
832,2017-08-30,535416,291335,232138,8615.0,3328
833,2017-08-31,536049,291685,232417,8615.0,3332
834,2017-09-01,536682,292035,232696,8615.0,3336
835,2017-09-02,537315,292385,232975,8615.0,3340
836,2017-09-03,537948,292735,233254,8615.0,3344
837,2017-09-04,538581,293085,233533,8615.0,3348
838,2017-09-05,539214,293435,233812,8615.0,3352
839,2017-09-06,539847,293785,234091,8615.0,3356
840,2017-09-07,540480,294135,234370,8615.0,3360
841,2017-09-08,541113,294485,234649,8615.0,3364
842,2017-09-09,541746,294835,234928,8615.0,3368
843,2017-09-10,542379,295185,235207,8615.0,3372
844,2017-09-11,543012,295535,235486,8615.0,3376
845,2017-09-12,543645,295885,235765,8615.0,3380
846,2017-09-13,544278,296235,236044,8615.0,3384
847,2017-09-14,544911,296585,236323,8615.0,3388
848,2017-09-15,545544,296935,236602,8615.0,3392
849,2017-09-16,547722,297285,236881,10160.0,3396
850,2017-09-17,548355,297635,237160,10160.0,3400
851,2017-09-18,548988,297985,237439,10160.0,3404
852,2017-09-19,549621,298335,237718,10160.0,3408
853,2017-09-20,550254,298685,237997,10160.0,3412
854,2017-09-21,550887,299035,238276,10160.0,3416
855,2017-09-22,551520,299385,238555,10160.0,3420
856,2017-09-23,552153,299735,238834,10160.0,3424
857,2017-09-24,552786,300085,239113,10160.0,3428
858,2017-09-25,553419,300435,239392,10160.0,3432
859,2017-09-26,554052,300785,239671,10160.0,3436
860,2017-09-27,554685,301135,239950,10160.0,3440
861,2017-09-28,555318,301485,240229,10160.0,3444
862,2017-09-29,555951,301835,240508,10160.0,3448
863,2017-09-30,556584,302185,240787,10160.0,3452
864,2017-10-01,557217,302535,241066,10160.0,3456
865,2017-10-02,557850,302885,241345,10160.0,3460
866,2017-10-03,558483,303235,241624,10160.0,3464
867,2017-10-04,559116,303585,241903,10160.0,3468
868,2017-10-05,559749,303935,242182,10160.0,3472
869,2017-10-06,560382,304285,242461,10160.0,3476
870,2017-10-07,561015,304635,242740,10160.0,3480
871,2017-10-08,561648,304985,243019,10160.0,3484
872,2017-10-09,562281,305335,243298,10160.0,3488
873,2017-10-10,562914,305685,243577,10160.0,3492
874,2017-10-11,563547,306035,243856,10160.0,3496
875,2017-10-12,564180,306385,244135,10160.0,3500
876,2017-10-13,564813,306735,244414,10160.0,3504
877,2017-10-14,565446,307085,244693,10160.0,3508
878,2017-10-15,566079,307435,244972,10160.0,3512
879,2017-10-16,566712,307785,245251,10160.0,3516
880,2017-10-17,569200,308135,245530,12015.0,3520
881,2017-10-18,569833,308485,245809,12015.0,3524
882,2017-10-19,570466,308835,246088,12015.0,3528
883,2017-10-20,571099,309185,246367,12015.0,3532
884,2017-10-21,571732,309535,246646,12015.0,3536
885,2017-10-22,572365,309885,246925,12015.0,3540
886,2017-10-23,562998,310235,247204,2015.0,3544
887,2017-10-24,563631,310585,247483,2015.0,3548
888,2017-10-25,564264,310935,247762,2015.0,3552
889,2017-10-26,564897,311285,248041,2015.0,3556
890,2017-10-27,565530,311635,248320,2015.0,3560
891,2017-10-28,566163,311985,248599,2015.0,3564
892,2017-10-29,566796,312335,248878,2015.0,3568
893,2017-10-30,567429,312685,249157,2015.0,3572
894,2017-10-31,568062,313035,249436,2015.0,3576
895,2017-11-01,568695,313385,249715,2015.0,3580
896,2017-11-02,569328,313735,249994,2015.0,3584
897,2017-11-03,569961,314085,250273,2015.0,3588
898,2017-11-04,570594,314435,250552,2015.0,3592
899,2017-11-05,571227,314785,250831,2015.0,3596
900,2017-11-06,571860,315135,251110,2015.0,3600
901,2017-11-07,572493,315485,251389,2015.0,3604
902,2017-11-08,573126,315835,251668,2015.0,3608
903,2017-11-09,573759,316185,251947,2015.0,3612
904,2017-11-10,574392,316535,252226,2015.0,3616
905,2017-11-11,575025,316885,252505,2015.0,3620
906,2017-11-12,575658,317235,252784,2015.0,3624
907,2017-11-13,576291,317585,253063,2015.0,3628
908,2017-11-14,576924,317935,253342,2015.0,3632
909,2017-11-15,577557,318285,253621,2015.0,3636
910,2017-11-16,578190,318635,253900,2015.0,3640
911,2017-11-17,580553,318985,254179,3745.0,3644
912,2017-11-18,581186,319335,254458,3745.0,3648
913,2017-11-19,581819,319685,254737,3745.0,3652
914,2017-11-20,582452,320035,255016,3745.0,3656
915,2017-11-21,583085,320385,255295,3745.0,3660
916,2017-11-22,583718,320735,255574,3745.0,3664
917,2017-11-23,584351,321085,255853,3745.0,3668
918,2017-11-24,584984,321435,256132,3745.0,3672
919,2017-11-25,585617,321785,256411,3745.0,3676
920,2017-11-26,586250,322135,256690,3745.0,3680
921,2017-11-27,586883,322485,256969,3745.0,3684
922,2017-11-28,587516,322835,257248,3745.0,3688
923,2017-11-29,588149,323185,257527,3745.0,3692
924,2017-11-30,588782,323535,257806,3745.0,3696
925,2017-12-01,589415,323885,258085,3745.0,3700
926,2017-12-02,590048,324235,258364,3745.0,3704
927,2017-12-03,590681,324585,258643,3745.0,3708
928,2017-12-04,591314,324935,258922,3745.0,3712
929,2017-12-05,591947,325285,259201,3745.0,3716
930,2017-12-06,592580,325635,259480,3745.0,3720
931,2017-12-07,593213,325985,259759,3745.0,3724
932,2017-12-08,593846,326335,260038,3745.0,3728
933,2017-12-09,594479,326685,260317,3745.0,3732
934,2017-12-10,595112,327035,260596,3745.0,3736
935,2017-12-11,595745,327385,260875,3745.0,3740
936,2017-12-12,596378,327735,261154,3745.0,3744
937,2017-12-13,597011,328085,261433,3745.0,3748
938,2017-12-14,597644,328435,261712,3745.0,3752
939,2017-12-15,598277,328785,261991,3745.0,3756
940,2017-12-16,598910,329135,262270,3745.0,3760
941,2017-12-17,599543,329485,262549,3745.0,3764
942,2017-12-18,600766,329835,262828,4335.0,3768
943,2017-12-19,601399,330185,263107,4335.0,3772
944,2017-12-20,602032,330535,263386,4335.0,3776
945,2017-12-21,602665,330885,263665,4335.0,3780
946,2017-12-22,603298,331235,263944,4335.0,3784
947,2017-12-23,603931,331585,264223,4335.0,3788
948,2017-12-24,604564,331935,264502,4335.0,3792
949,2017-12-25,605197,332285,264781,4335.0,3796
950,2017-12-26,605830,332635,265060,4335.0,3800
951,2017-12-27,606463,332985,265339,4335.0,3804
952,2017-12-28,607096,333335,265618,4335.0,3808
953,2017-12-29,607729,333685,265897,4335.0,3812
954,2017-12-30,608362,334035,266176,4335.0,3816
955,2017-12-31,608995,334385,266455,4335.0,3820
956,2018-01-01,609628,334735,266734,4335.0,3824
957,2018-01-02,610261,335085,267013,4335.0,3828
958,2018-01-03,610894,335435,267292,4335.0,3832
959,2018-01-04,611527,335785,267571,4335.0,3836
960,2018-01-05,612160,336135,267850,4335.0,3840
961,2018-01-06,612793,336485,268129,4335.0,3844
962,2018-01-07,613426,336835,268408,4335.0,3848
963,2018-01-08,614059,337185,268687,4335.0,3852
964,2018-01-09,614692,337535,268966,4335.0,3856
965,2018-01-10,615325,337885,269245,4335.0,3860
966,2018-01-11,615958,338235,269524,4335.0,3864
967,2018-01-12,616591,338585,269803,4335.0,3868
968,2018-01-13,617224,338935,270082,4335.0,3872
969,2018-01-14,617857,339285,270361,4335.0,3876
970,2018-01-15,618490,339635,270640,4335.0,3880
971,2018-01-16,620508,339985,270919,5720.0,3884
972,2018-01-17,621141,340335,271198,5720.0,3888
973,2018-01-18,621774,340685,271477,5720.0,3892
974,2018-01-19,622407,341035,271756,5720.0,3896
975,2018-01-20,623040,341385,272035,5720.0,3900
976,2018-01-21,623673,341735,272314,5720.0,3904
977,2018-01-22,624306,342085,272593,5720.0,3908
978,2018-01-23,624939,342435,272872,5720.0,3912
979,2018-01-24,625572,342785,273151,5720.0,3916
980,2018-01-25,626205,343135,273430,5720.0,3920
981,2018-01-26,626838,343485,273709,5720.0,3924
982,2018-01-27,627471,343835,273988,5720.0,3928
983,2018-01-28,628104,344185,274267,5720.0,3932
984,2018-01-29,628737,344535,274546,5720.0,3936
985,2018-01-30,629370,344885,274825,5720.0,3940
986,2018-01-31,630003,345235,275104,5720.0,3944
987,2018-02-01,630136,345585,275383,5220.0,3948
988,2018-02-02,630769,345935,275662,5220.0,3952
989,2018-02-03,631402,346285,275941,5220.0,3956
990,2018-02-04,632035,346635,276220,5220.0,3960
991,2018-02-05,632668,346985,276499,5220.0,3964
992,2018-02-06,633301,347335,276778,5220.0,3968
993,2018-02-07,633934,347685,277057,5220.0,3972
994,2018-02-08,634567,348035,277336,5220.0,3976
995,2018-02-09,635200,348385,277615,5220.0,3980
996,2018-02-10,635833,348735,277894,5220.0,3984
997,2018-02-11,636466,349085,278173,5220.0,3988
998,2018-02-12,637099,349435,278452,5220.0,3992
999,2018-02-13,637732,349785,278731,5220.0,3996
1000,2018-02-14,638365,350135,279010,5220.0,4000
1001,2018-02-15,638998,350485,279289,5220.0,4004
1002,2018-02-16,639631,350835,279568,5220.0,4008
1003,2018-02-17,640264,351185,279847,5220.0,4012
1004,2018-02-18,644012,351535,280126,8335.0,4016
1005,2018-02-19,644645,351885,280405,8335.0,4020
1006,2018-02-20,645278,352235,280684,8335.0,4024
1007,2018-02-21,645911,352585,280963,8335.0,4028
1008,2018-02-22,646544,352935,281242,8335.0,4032
1009,2018-02-23,647177,353285,281521,8335.0,4036
1010,2018-02-24,647810,353635,281800,8335.0,4040
1011,2018-02-25,648443,353985,282079,8335.0,4044
1012,2018-02-26,649076,354335,282358,8335.0,4048
1013,2018-02-27,649709,354685,282637,8335.0,4052
1014,2018-02-28,650342,355035,282916,8335.0,4056
1015,2018-03-01,650975,355385,283195,8335.0,4060
1016,2018-03-02,651608,355735,283474,8335.0,4064
1017,2018-03-03,652241,356085,283753,8335.0,4068
1018,2018-03-04,652874,356435,284032,8335.0,4072
1019,2018-03-05,653507,356785,284311,8335.0,4076
1020,2018-03-06,654140,357135,284590,8335.0,4080
1021,2018-03-07,654773,357485,284869,8335.0,4084
1022,2018-03-08,655406,357835,285148,8335.0,4088
1023,2018-03-09,656039,358185,285427,8335.0,4092
1024,2018-03-10,656672,358535,285706,8335.0,4096
1025,2018-03-11,657305,358885,285985,8335.0,4100
1026,2018-03-12,657938,359235,286264,8335.0,4104
1027,2018-03-13,658571,359585,286543,8335.0,4108
1028,2018-03-14,659204,359935,286822,8335.0,4112
1029,2018-03-15,659837,360285,287101,8335.0,4116
1030,2018-03-16,660470,360635,287380,8335.0,4120
1031,2018-03-17,661773,360985,287659,9005.0,4124
1032,2018-03-18,662406,361335,287938,9005.0,4128
1033,2018-03-19,663039,361685,288217,9005.0,4132
1034,2018-03-20,663672,362035,288496,9005.0,4136
1035,2018-03-21,664305,362385,288775,9005.0,4140
1036,2018-03-22,664938,362735,289054,9005.0,4144
1037,2018-03-23,665571,363085,289333,9005.0,4148
1038,2018-03-24,666204,363435,289612,9005.0,4152
1039,2018-03-25,666837,363785,289891,9005.0,4156
1040,2018-03-26,667470,364135,290170,9005.0,4160
1041,2018-03-27,668103,364485,290449,9005.0,4164
1042,2018-03-28,668736,364835,290728,9005.0,4168
1043,2018-03-29,669369,365185,291007,9005.0,4172
1044,2018-03-30,670002,365535,291286,9005.0,4176
1045,2018-03-31,670635,365885,291565,9005.0,4180
1046,2018-04-01,671268,366235,291844,9005.0,4184
1047,2018-04-02,671901,366585,292123,9005.0,4188
1048,2018-04-03,672534,366935,292402,9005.0,4192
1049,2018-04-04,673167,367285,292681,9005.0,4196
1050,2018-04-05,673800,367635,292960,9005.0,4200
1051,2018-04-06,674433,367985,293239,9005.0,4204
1052,2018-04-07,675066,368335,293518,9005.0,4208
1053,2018-04-08,675699,368685,293797,9005.0,4212
1054,2018-04-09,676332,369035,294076,9005.0,4216
1055,2018-04-10,676965,369385,294355,9005.0,4220
1056,2018-04-11,677598,369735,294634,9005.0,4224
1057,2018-04-12,678231,370085,294913,9005.0,4228
1058,2018-04-13,678864,370435,295192,9005.0,4232
1059,2018-04-14,679497,370785,295471,9005.0,4236
1060,2018-04-15,680130,371135,295750,9005.0,4240
1061,2018-04-16,681508,371485,296029,9750.0,4244
1062,2018-04-17,682141,371835,296308,9750.0,4248
1063,2018-04-18,682774,372185,296587,9750.0,4252
1064,2018-04-19,683407,372535,296866,9750.0,4256
1065,2018-04-20,684040,372885,297145,9750.0,4260
1066,2018-04-21,684673,373235,297424,9750.0,4264
1067,2018-04-22,685306,373585,297703,9750.0,4268
1068,2018-04-23,685939,373935,297982,9750.0,4272
1069,2018-04-24,686572,374285,298261,9750.0,4276
1070,2018-04-25,687205,374635,298540,9750.0,4280
1071,2018-04-26,687838,374985,298819,9750.0,4284
1072,2018-04-27,688471,375335,299098,9750.0,4288
1073,2018-04-28,689104,375685,299377,9750.0,4292
1074,2018-04-29,689737,376035,299656,9750.0,4296
1075,2018-04-30,690370,376385,299935,9750.0,4300
1076,2018-05-01,691003,376735,300214,9750.0,4304
1077,2018-05-02,691636,377085,300493,9750.0,4308
1078,2018-05-03,692269,377435,300772,9750.0,4312
1079,2018-05-04,692902,377785,301051,9750.0,4316
1080,2018-05-05,693535,378135,301330,9750.0,4320
1081,2018-05-06,694168,378485,301609,9750.0,4324
1082,2018-05-07,694801,378835,301888,9750.0,4328
1083,2018-05-08,695434,379185,302167,9750.0,4332
1084,2018-05-09,696067,379535,302446,9750.0,4336
1085,2018-05-10,696700,379885,302725,9750.0,4340
1086,2018-05-11,697333,380235,303004,9750.0,4344
1087,2018-05-12,697966,380585,303283,9750.0,4348
1088,2018-05-13,698599,380935,303562,9750.0,4352
1089,2018-05-14,699232,381285,303841,9750.0,4356
1090,2018-05-15,699865,381635,304120,9750.0,4360
1091,2018-05-16,701553,381985,304399,10805.0,4364
1092,2018-05-17,702186,382335,304678,10805.0,4368
1093,2018-05-18,702819,382685,304957,10805.0,4372
1094,2018-05-19,703452,383035,305236,10805.0,4376
1095,2018-05-20,704085,383385,305515,10805.0,4380
1096,2018-05-21,704718,383735,305794,10805.0,4384
1097,2018-05-22,705351,384085,306073,10805.0,4388
1098,2018-05-23,705984,384435,306352,10805.0,4392
1099,2018-05-24,706617,384785,306631,10805.0,4396
1100,2018-05-25,707250,385135,306910,10805.0,4400
1101,2018-05-26,707883,385485,307189,10805.0,4404
1102,2018-05-27,708516,385835,307468,10805.0,4408
1103,2018-05-28,709149,386185,307747,10805.0,4412
1104,2018-05-29,709782,386535,308026,10805.0,4416
1105,2018-05-30,710415,386885,308305,10805.0,4420
1106,2018-05-31,711048,387235,308584,10805.0,4424
1107,2018-06-01,711681,387585,308863,10805.0,4428
1108,2018-06-02,712314,387935,309142,10805.0,4432
1109,2018-06-03,712947,388285,309421,10805.0,4436
1110,2018-06-04,713580,388635,309700,10805.0,4440
1111,2018-06-05,714213,388985,309979,10805.0,4444
1112,2018-06-06,714846,389335,310258,10805.0,4448
1113,2018-06-07,715479,389685,310537,10805.0,4452
1114,2018-06-08,716112,390035,310816,10805.0,4456
1115,2018-06-09,716745,390385,311095,10805.0,4460
1116,2018-06-10,717378,390735,311374,10805.0,4464
1117,2018-06-11,718011,391085,311653,10805.0,4468
1118,2018-06-12,718644,391435,311932,10805.0,4472
1119,2018-06-13,719277,391785,312211,10805.0,4476
1120,2018-06-14,719910,392135,312490,10805.0,4480
1121,2018-06-15,720543,392485,312769,10805.0,4484
